AGEP,PINCP,SEX,ESR,PUMA
60.365307,24780.559,2,6,3210
51.272114,82715.586,1,1,2500
66.2287,105741.664,2,1,3005
57.958435,0.037387956,2,6,1200
36.143265,0.0,2,6,3201
74.1684,72196.97,2,6,3001
87.14337,6373.9946,2,6,2703
31.42919,7070.559,1,6,1703
32.962868,1216.6165,1,3,2703
76.32256,57364.76,2,6,3206
32.517654,102297.695,1,1,1702
72.86047,63549.453,1,1,1600
79.56172,8909.503,2,6,1900
61.056656,78130.875,1,1,3202
67.76323,74570.945,1,1,3100
56.299454,29645.662,1,1,2906
21.28489,4425.8687,2,6,1802
29.414621,107218.97,1,1,2102
23.766113,37923.88,2,6,1701
42.657215,129464.62,2,1,2701
80.55835,26503.178,2,1,300
20.089666,0.03826487,2,6,1200
71.41589,18070.418,2,6,2102
38.16911,341.95648,2,6,1701
76.94433,33082.336,1,6,2901
82.204056,32599.602,2,1,2701
62.77907,9715.007,2,6,1500
78.106125,19509.943,2,6,100
30.438227,9500.658,1,1,700
43.07932,159569.0,2,1,2906
16.661606,2771.1584,2,6,600
29.813309,36054.855,1,1,3205
53.525475,34421.395,2,1,2101
25.279352,7767.811,1,1,2600
90.24007,26031.695,1,6,3006
83.54838,49147.934,1,6,900
74.44604,25547.71,1,6,2000
58.97118,123118.07,1,1,2500
87.76655,21576.582,2,6,300
23.556652,8731.727,1,2,1500
53.772545,0.0,1,6,3006
18.402943,0.10280139,2,6,2000
67.67551,10052.444,1,1,1900
32.795563,97587.5,2,1,2903
18.014408,1283.096,2,1,3202
62.715714,16757.914,1,1,500
35.86295,3465.5103,2,6,3213
48.469814,85160.07,2,1,1600
66.51143,44710.96,2,6,700
24.72088,13506.542,2,6,1002
66.29703,69216.5,1,6,300
19.17544,0.11878222,1,3,3210
21.875341,25386.945,1,1,1500
38.60929,36185.586,2,1,3004
52.79287,38838.684,2,2,600
71.77304,23063.988,1,6,3005
61.324917,22786.383,2,1,1701
59.45002,23123.3,2,1,2600
26.602257,10192.598,1,1,3002
48.626945,18785.016,2,1,2500
41.04082,114419.93,2,1,2908
26.131126,23334.469,1,1,1801
43.07274,40274.11,1,1,3211
34.502045,35606.832,2,6,3100
61.35822,0.026974449,1,6,2703
19.38267,2551.9116,1,1,2703
41.75139,42361.44,1,6,3002
31.679459,27845.77,1,1,3204
64.766464,110013.34,2,1,3201
25.28159,23799.531,1,1,2400
61.383976,0.016869105,1,6,3209
39.573387,0.055647578,2,6,1002
57.61646,12403.796,2,2,3205
53.483128,7972.5933,2,3,300
56.549934,14617.61,2,3,2904
44.616787,26714.797,2,1,1600
33.834,69368.43,1,1,2902
41.37568,0.0,1,6,2200
65.53782,32654.023,1,6,1004
64.35272,25213.074,1,6,1200
62.980537,47762.285,1,1,2000
72.314545,58229.09,1,6,700
37.585335,80432.66,1,1,1100
20.650406,10802.221,1,1,100
34.0665,43854.855,1,1,100
39.191147,72118.516,1,1,2800
53.496613,51802.312,2,1,2800
57.287457,24623.354,1,1,1600
48.900833,30761.863,2,1,2800
24.215462,27010.31,2,1,3208
45.444683,95739.86,2,1,2800
66.229866,15964.409,1,6,300
43.3211,87652.55,1,1,700
57.11185,51696.35,1,1,2600
21.192701,0.0,2,6,2000
25.388058,69533.086,2,1,2701
59.998466,0.0436604,2,6,3208
72.23494,44717.316,1,6,400
58.457745,36030.14,2,6,2400
72.00749,55038.68,1,6,1400
54.30409,113114.93,1,1,1701
27.200686,7866.257,2,1,3202
43.761314,16682.883,1,1,1801
67.374344,14361.532,2,6,2600
73.903275,183251.27,1,1,2102
32.436966,4458.611,1,6,2400
62.147465,7682.949,2,6,3100
22.3514,29735.227,1,1,2703
38.113056,25669.361,2,1,1200
89.964,0.057952516,1,6,3006
30.979174,24996.607,1,1,2102
70.386314,19396.4,1,6,1100
66.98126,77704.78,1,6,3204
40.144905,36074.805,2,1,400
18.805807,4792.059,1,6,2701
45.137707,49035.52,2,1,3005
18.411015,0.062313043,2,6,3203
60.01944,34400.098,1,3,3211
49.098007,28681.758,2,1,2905
54.81387,12462.446,1,1,3203
67.99061,60856.75,1,6,1703
60.790897,47165.508,2,1,1300
32.947716,24734.092,1,1,500
31.308695,48020.207,1,1,1900
45.801125,21167.45,1,1,200
72.85606,47224.336,1,6,400
61.297855,118932.336,1,1,1600
67.13679,9071.973,1,6,1600
66.83856,5248.977,2,6,2902
39.81482,142569.5,1,1,2500
82.93031,94224.8,1,6,2907
39.73423,0.0,2,3,300
27.910196,33132.637,2,1,2905
87.17972,55093.086,2,6,3203
54.908234,15559.124,2,1,3208
26.89321,23642.459,1,1,200
36.563087,49949.49,1,1,3003
70.93909,62424.133,1,6,2200
28.359068,48860.14,1,1,2906
69.55841,209505.9,1,1,2906
34.43997,94291.49,2,1,2300
61.95626,157739.73,1,1,1003
29.796963,20130.361,2,1,1400
82.37858,32510.184,2,6,100
20.440788,0.055923462,2,6,3213
58.90925,25675.508,2,1,2500
26.426895,10817.18,2,1,500
38.389904,76241.945,1,1,2908
21.718771,17769.457,1,6,2702
60.276955,0.0,2,6,400
53.939056,59829.59,1,1,3209
46.794262,162461.62,1,1,2905
74.81712,41578.543,2,6,1100
63.693478,75612.625,2,2,2200
80.21187,0.07949801,2,6,2703
44.036377,106638.22,2,1,3204
57.3674,14354.672,2,1,3005
42.026512,0.07636365,2,6,3002
61.851215,36544.742,1,1,700
27.757349,106305.266,1,1,2701
45.323967,110705.445,1,2,3202
45.271835,45885.79,1,1,1100
87.565544,26638.625,2,6,300
23.800468,31112.941,1,1,500
19.787777,0.0,1,6,1100
57.468594,14345.283,2,1,300
47.537384,93078.375,2,1,1704
56.116127,125598.71,1,1,500
44.06789,31819.273,1,1,3201
16.839508,1950.8378,1,1,1701
46.16727,78766.5,1,1,2904
77.20091,28763.086,2,6,3100
83.33267,8227.476,2,6,2906
20.013306,3029.2324,1,1,1600
33.325924,0.040029857,2,6,3212
65.60643,82889.16,1,3,1100
51.317574,0.02944354,2,6,700
40.587494,48686.13,1,1,3212
51.6525,29636.361,1,1,600
60.721203,273341.6,1,1,2906
52.27283,47530.363,2,1,2000
77.76792,7609.328,1,6,1004
48.520374,317089.53,1,1,3100
49.601933,83742.04,2,1,2906
45.58659,33786.105,2,1,100
24.33869,16990.703,2,1,3205
60.46497,0.017111573,1,6,2800
35.347404,54671.586,1,1,1100
44.297615,1923.8668,2,6,600
18.47713,6404.5264,1,6,3213
72.4929,93694.05,2,6,3208
65.12999,93696.1,2,1,2907
47.852055,79410.02,1,1,3207
38.438198,175757.5,1,1,2702
42.27694,46120.418,2,1,3001
49.59813,20368.246,2,6,100
29.34887,25809.926,2,6,200
69.90198,22565.146,1,1,2903
59.365894,88832.14,1,1,3006
33.086655,47984.953,2,1,3207
29.040752,0.06356699,2,6,2500
24.831089,24253.451,1,1,3004
19.08495,690.5838,2,1,2902
67.98995,116835.57,1,1,3213
59.01471,1851.8855,1,6,3002
38.827274,50123.664,1,1,500
24.149693,23904.422,2,1,100
59.212055,14019.127,2,6,1400
45.997158,0.0834182,1,6,2906
26.155773,3505.6467,2,2,2703
33.22209,53572.363,1,1,700
72.781265,7928.482,2,1,1701
23.345057,414.4771,2,6,2904
54.855698,0.0059619546,2,6,2500
78.61539,22553.701,1,6,500
67.8117,63666.164,1,1,1900
69.710075,44059.18,1,1,3201
79.7052,51428.594,1,6,2907
21.885708,9710.023,1,1,2904
42.973778,0.105601445,1,6,200
25.97028,21963.836,1,1,2500
28.009064,0.0,1,6,1900
76.5652,12094.872,1,6,3300
24.046059,17810.482,1,1,3100
75.54477,7688.7188,1,6,1200
59.099976,111564.37,1,1,1200
32.35395,0.0,1,6,1702
23.00325,13012.971,1,1,3006
56.790867,7810.671,2,1,3006
64.0426,4476.014,2,6,2800
58.285866,30789.395,1,1,2701
17.96547,4890.5103,2,1,1500
28.33874,26982.658,1,1,2300
21.36634,14536.877,1,1,1704
46.280853,188576.17,1,1,2906
16.399948,0.026387956,2,6,3203
19.685257,383.4542,1,6,200
43.809628,35928.16,1,1,3002
84.131134,4591.6167,2,6,700
28.545515,41025.914,1,1,2703
37.678917,99512.35,1,1,2901
22.775036,8275.065,1,1,3202
45.504147,1671.0973,2,6,1900
34.820656,68567.445,1,3,300
37.11214,45114.45,1,1,2800
68.559204,45852.586,1,6,2904
19.857605,9264.828,1,1,1500
99.0,17023.143,2,6,3204
40.814224,213188.67,1,1,3201
76.044945,22547.744,2,6,1100
74.1721,16695.586,1,6,400
59.550926,55539.387,1,1,3201
70.972916,21960.191,2,1,1500
33.05626,32808.01,2,1,1600
43.494007,63501.47,2,1,2902
68.13724,40469.355,1,6,3004
62.34182,294133.12,2,1,2906
26.75298,43988.477,1,1,1100
63.13977,29591.287,1,1,500
31.741592,60227.754,2,1,2800
54.49466,125120.62,1,1,2701
54.384495,46237.215,1,1,3202
37.964226,3680.2341,2,6,3204
79.06863,60594.75,1,1,3202
58.909573,275391.7,1,1,2902
17.315155,0.034958042,2,6,3209
70.06666,52850.344,2,6,200
58.435314,75748.89,1,1,2901
46.170067,3544.6616,1,6,1802
31.014776,20880.822,2,1,200
23.804653,7153.487,1,1,802
28.336683,38462.336,1,1,3204
71.04224,28954.203,2,1,3202
72.445984,74839.75,1,6,3100
29.943134,86593.03,1,1,3005
48.586494,107530.06,1,1,2800
59.756973,51745.58,1,6,600
99.0,17480.977,2,6,2800
32.233772,12403.524,1,1,2702
24.165403,7845.8906,1,1,1002
46.58764,33958.707,2,1,700
60.34253,23412.422,2,1,400
51.72329,13687.653,2,1,3202
53.278114,2734.2473,1,6,1004
21.368465,11905.708,2,1,700
39.953842,101315.14,1,1,2800
59.160706,233869.56,1,1,2901
74.4238,36637.953,1,6,2905
69.54002,24457.137,2,6,1702
20.051682,6838.1426,2,1,1200
51.206535,12037.239,2,1,802
78.77678,65790.625,1,6,1100
43.75462,78787.914,2,1,1400
54.468136,118161.18,2,1,1702
58.1826,0.040188562,1,6,400
82.98533,6368.501,2,6,2903
84.69647,25325.668,2,6,2908
35.364975,5145.7544,1,2,2906
13.684677,0.0,2,6,3100
77.777756,27697.766,1,6,2701
27.011986,4844.208,2,1,1300
18.571154,9925.9795,1,6,1702
33.16243,9248.601,2,6,3001
14.107227,0.0,2,6,1600
51.95392,241881.61,1,1,1003
66.3474,20725.828,2,1,3213
83.70054,34062.89,2,6,2907
29.50803,52501.0,1,1,2400
47.032227,29801.773,1,1,2000
96.20398,51050.125,2,6,2702
21.211548,392.72443,2,6,2102
55.530235,29468.553,2,1,1600
65.696434,50717.566,1,1,1300
36.567318,23895.418,2,1,2800
70.85484,12293.734,2,6,1701
47.406685,0.0,1,6,3207
71.472626,130993.09,1,6,3203
60.244953,39848.266,2,1,3100
19.757086,40159.812,2,6,2702
35.412186,91900.75,2,1,300
31.444452,137124.7,1,1,1801
47.504135,0.04264269,2,6,2903
67.61426,39666.797,1,6,2908
33.81841,0.0,1,6,700
41.24515,950.7897,2,1,1200
24.90319,19236.363,2,1,2000
30.63453,531.77185,1,6,1003
55.023224,30657.453,1,1,2000
57.172974,44665.617,1,1,2102
71.08413,6929.75,2,6,3209
66.228386,19446.559,2,6,3208
45.697464,167608.52,1,1,2906
48.24146,47356.434,1,1,1100
49.57179,25834.848,1,1,1100
48.94829,48345.82,1,1,3006
73.25316,48008.254,2,1,3300
60.323257,18417.498,2,1,2500
50.43753,0.013170387,2,6,3006
73.19754,22587.41,1,6,200
26.950989,10685.711,1,1,2701
68.748764,102508.93,2,1,2907
41.706806,0.0964809,2,3,1600
51.69851,36020.348,1,1,801
57.465576,35054.215,1,1,2102
73.340256,72003.266,2,1,2800
60.075283,76313.164,1,1,3213
45.419083,23185.883,1,3,1600
69.079765,39230.945,1,6,400
34.85454,9608.692,1,1,1003
48.80858,118073.66,1,1,1500
35.28866,22405.514,2,3,1500
31.304327,44522.76,2,1,3205
61.377426,26519.334,1,1,1200
19.44503,0.0,1,6,3100
48.279247,33152.23,1,1,1703
70.53897,150674.1,1,1,2906
69.405106,20135.566,1,6,3210
26.89895,3489.7844,2,6,802
65.29088,31690.441,1,6,2500
36.220425,16064.695,2,1,200
31.290276,23858.3,2,1,1200
46.83997,53899.066,2,1,2500
60.46245,20361.12,1,6,200
29.58267,2338.7139,2,3,3203
99.0,62523.273,1,6,3203
63.021744,111151.67,1,6,2901
73.38996,33305.457,1,6,1801
63.338367,0.0,2,6,400
50.938034,52130.348,2,1,100
72.97655,92827.234,1,1,100
59.26873,145719.58,2,1,2901
60.850643,20058.361,2,1,400
37.5197,40268.273,1,1,3001
53.745884,154664.27,1,1,2101
57.736103,33446.113,1,6,2906
54.105408,0.0128409555,2,6,1701
61.480103,188022.34,1,1,1801
42.676506,87746.23,2,1,3300
35.824154,27093.438,2,1,1004
80.004486,11043.371,1,6,300
47.219055,708.6302,1,6,1900
70.21034,46305.305,1,6,2200
47.791954,116490.336,1,1,1004
18.201096,0.0,1,6,500
71.10201,21167.934,1,6,3003
19.326235,0.006943859,1,3,2500
77.11235,44807.82,1,6,2500
52.84835,32374.758,2,6,3206
16.559402,4335.7925,2,1,400
51.326744,52151.88,1,3,802
18.28616,0.0,2,6,100
40.0253,67678.37,1,1,1400
50.708076,59815.156,2,1,2400
90.09819,136740.38,1,6,3206
51.11566,32723.357,2,6,1100
27.70982,42990.777,1,1,1704
67.799385,44184.24,1,1,2102
76.29028,21002.354,2,6,3209
56.029644,0.0,2,6,3100
69.4347,54377.32,2,1,1900
58.397728,9802.639,2,6,1900
70.06947,13317.459,2,6,1100
60.722042,81366.04,1,1,100
25.319874,29733.24,2,1,2702
62.29927,36588.055,1,1,3208
63.522743,26741.129,2,6,1300
48.070595,118493.74,2,1,3100
39.84306,34476.984,2,1,2902
50.18224,0.0,1,6,1001
69.285706,33385.785,1,6,1300
34.511787,47793.043,1,1,1100
60.68541,2978.4956,1,6,1702
75.50363,46294.664,1,6,3002
88.61832,14985.247,2,6,600
61.51244,52862.04,1,3,2907
33.78354,50550.05,1,1,3006
41.127655,201166.3,2,1,2101
61.714333,44042.332,1,1,1100
58.47741,23323.455,2,1,3209
89.041824,37233.82,2,6,1900
20.676844,7079.008,1,1,2000
42.06243,89455.98,1,1,3202
61.72371,60847.117,1,1,3209
26.480255,17347.824,2,1,2300
16.904282,0.07751292,2,6,2906
82.665,23276.635,1,6,700
63.543297,79574.46,2,1,2905
18.909866,0.012370661,1,6,2000
27.51464,31909.316,1,1,900
64.4883,0.0,1,6,200
19.819717,0.0,1,6,2800
30.854156,28942.857,2,1,3211
44.639793,27847.23,1,1,1600
56.92674,86805.11,1,1,1702
47.754498,59743.664,2,1,3204
26.229069,68292.56,2,1,400
71.90853,30357.078,1,1,200
59.665085,21566.83,1,1,2905
72.24954,76485.625,2,1,100
26.180695,22588.273,1,3,2600
17.741348,0.024771208,2,6,1900
71.143974,19377.152,2,6,400
17.07362,0.048342865,2,6,801
18.033398,1585.7186,2,6,1300
41.126904,94163.44,1,3,100
46.562634,33806.25,2,1,2000
57.2277,114273.58,1,1,801
70.53816,40265.2,1,1,3003
20.676641,3456.0056,1,1,1801
77.58497,65360.86,2,6,3209
59.701267,233678.94,1,1,1600
22.572985,27150.213,2,1,1802
38.028957,33002.42,1,1,2500
51.726387,0.06860472,2,6,2906
48.553345,0.024305142,2,6,3005
70.67826,64492.137,1,6,1704
21.796144,21370.62,1,1,1801
59.206657,11259.956,1,6,1801
32.032036,24295.123,1,1,3203
51.47718,26669.205,1,6,3004
49.586075,25394.912,1,1,3003
63.559402,18322.818,2,6,3213
54.842934,16027.003,1,6,2908
56.12497,29770.24,2,1,2200
52.67581,29074.822,2,6,1702
50.771915,0.051870003,2,6,3201
82.93375,15133.512,2,6,2000
21.35726,12256.015,1,6,200
52.94296,11154.212,2,6,2908
37.69561,17923.834,2,1,1500
66.573944,69102.07,2,1,2200
41.622364,139799.53,1,1,900
50.599552,45552.15,2,3,2600
38.11857,137507.22,2,1,1004
76.913315,20524.99,1,6,1100
47.637627,59344.51,1,1,2907
54.30331,41258.707,2,1,500
68.87026,115124.94,1,1,1001
43.603546,2229.886,2,1,2703
61.977932,29719.86,2,6,300
53.468258,150481.53,2,1,3300
63.958546,17709.582,2,6,2904
39.582584,12689.48,2,1,1704
70.60555,6746.3105,1,6,2500
39.877846,769.6299,1,6,3211
28.203114,34946.867,2,1,600
57.339306,14973.375,1,1,3005
75.1516,8817.374,2,6,300
47.36696,4415.5415,2,3,1500
73.22231,24518.535,2,6,1702
25.956005,2702.498,2,1,3213
24.689608,7652.489,1,1,1702
50.930054,12633.666,2,1,802
63.8021,17868.926,2,1,300
83.49409,97545.44,1,6,300
64.3661,38358.156,1,1,3202
52.649467,32174.133,1,6,3100
68.63997,89516.23,1,6,3206
19.91878,20483.807,2,1,2907
61.54344,2874.6885,2,6,3207
44.252743,45860.72,2,1,1600
57.22449,0.010233435,1,6,3206
28.271097,31986.127,2,1,600
48.61746,87198.9,1,1,3206
57.34805,395.99905,1,6,3100
86.687515,35124.695,2,6,700
18.050003,0.0,1,6,1400
84.02684,44016.215,1,6,3205
25.25578,29570.607,1,1,2908
85.70343,29015.377,2,6,1500
81.9441,26134.906,1,6,2300
19.770842,4609.8555,2,6,1801
28.540083,4733.666,1,1,1703
70.69562,16098.346,1,6,3300
53.988052,44746.88,2,1,2200
33.743473,22297.395,2,1,400
59.695995,0.0,1,6,3212
18.10648,1176.2632,1,6,3002
36.385002,0.03899587,2,6,3201
43.8214,42507.17,1,1,2102
22.851616,4562.587,1,6,3202
54.649513,24838.41,2,1,3201
36.70748,70157.02,1,1,1704
26.148386,23869.361,1,1,2906
83.629395,20224.541,1,6,500
44.45947,41196.426,2,3,3002
35.717804,29160.27,2,1,3003
38.911163,77374.164,2,2,3206
39.742004,47522.793,2,1,2904
22.69832,0.06608949,1,3,3210
58.58274,28170.742,2,1,1300
68.98503,82039.875,1,6,2908
25.127821,4970.332,2,1,1701
64.56711,157211.39,2,1,3004
27.55397,3868.5771,2,1,801
72.884186,83967.0,1,6,3004
87.42723,14233.015,2,6,400
79.42462,4776.3423,2,6,1500
79.31659,12027.52,1,6,3205
59.24211,15242.79,1,6,1100
58.80383,188553.88,1,6,3100
25.217539,7082.6685,2,1,100
59.987686,32223.758,1,6,2600
32.55247,0.017442396,2,6,2600
60.934696,6307.997,2,1,1701
19.286074,746.68555,1,6,3213
53.149208,0.014235738,1,6,2600
77.690636,24280.438,1,6,3207
77.78023,78553.15,2,6,300
67.721214,0.0,1,6,1703
24.454758,21472.586,2,1,1801
70.87465,18380.402,2,6,3204
78.445694,134018.47,1,6,2702
75.47099,20880.383,1,6,2400
47.62264,35182.125,2,1,3208
69.11108,91856.24,2,1,2904
64.05612,64549.855,2,1,1801
64.374435,103115.96,2,1,2908
53.588936,68937.58,2,1,400
68.26805,2341.2097,2,6,400
54.813755,58093.19,1,1,3203
80.10686,54679.355,1,6,2908
88.00531,10526.463,2,6,3208
35.593735,74332.516,1,1,3100
45.09053,12084.621,2,1,3300
58.31704,14454.7,1,6,600
75.30736,29442.764,2,6,2901
35.06529,6113.0093,2,1,1400
51.478477,90548.02,2,1,2903
22.044949,32323.637,1,6,200
87.9384,18431.396,2,6,1200
75.67661,29010.674,2,6,1802
68.16283,10000.718,2,6,1200
81.19506,42011.297,1,6,1002
76.104866,35204.645,1,1,200
63.619038,105742.47,2,1,3005
72.84784,137649.84,2,1,2800
59.86718,6684.4688,2,1,3202
36.481506,79331.305,1,1,2906
40.18141,3523.231,2,1,1801
35.164555,6122.328,2,1,2500
71.88716,12816.695,1,6,600
36.514244,103.61303,2,3,3205
51.71422,20743.744,1,1,3209
18.351074,3380.0457,1,6,2901
58.276794,19964.709,2,1,2907
62.782433,27587.438,2,6,2903
19.451345,9806.154,1,3,2600
20.74321,0.039985225,2,6,1003
66.62661,16019.164,1,1,300
19.985043,0.05805644,2,6,3212
61.43884,53049.203,2,6,2600
30.447645,21785.818,2,1,1200
55.267715,0.050587766,2,6,3203
77.41858,98972.305,1,6,700
27.905966,463.9929,1,1,3211
42.502823,153993.72,1,1,1100
25.74091,113981.234,1,1,2702
39.40818,27820.021,2,1,802
44.501785,20415.78,2,6,2200
44.9991,73698.64,2,1,1701
31.697542,35238.977,1,1,3201
43.506454,3264.5413,1,6,2500
49.47149,50830.926,1,1,2901
76.22366,30720.555,2,6,3003
76.327324,22167.123,1,6,3205
55.588955,31637.113,2,3,1400
30.222124,4490.4473,1,1,3100
72.43649,32149.994,1,1,400
46.009735,35741.562,2,1,3100
52.418976,0.08797707,2,6,801
57.416378,86459.43,1,1,400
65.10509,27084.885,1,6,2901
20.795403,1354.7855,1,1,2400
59.405167,4858.776,2,1,3211
79.65617,5489.4863,2,6,3100
73.826035,27954.44,1,6,2101
29.519281,50024.336,2,1,802
64.0995,5539.8047,2,3,3205
67.84444,147183.3,1,1,2907
50.40473,22990.395,1,6,1703
62.793434,2212.5515,2,6,1600
72.10009,65596.47,1,6,900
56.56019,10243.509,1,6,2500
51.506,1873.9814,2,3,1600
36.175415,0.020289376,2,6,3001
26.08625,57285.87,1,1,3201
44.713215,29715.92,2,6,1702
35.872696,94340.61,1,1,2902
79.902756,45260.84,2,6,3201
71.59345,18792.773,1,6,400
35.85712,71243.98,2,1,1003
60.488075,84645.664,2,1,2903
32.298683,94355.09,1,1,300
56.074875,0.009879917,2,6,802
48.82171,18947.312,1,1,1600
74.715485,55979.426,1,1,200
64.38191,64226.31,2,1,3002
18.75576,0.0,1,6,2703
56.36257,137525.72,2,1,1900
60.01268,11485.717,1,6,1702
17.875038,0.0,1,6,200
70.131516,14108.93,2,6,2300
75.978645,73198.92,1,6,2600
57.028076,36100.79,1,1,2701
63.24196,0.102114834,2,6,1200
86.0304,43223.875,1,1,100
70.322136,35679.203,2,6,700
66.42249,12533.871,2,6,3300
35.03354,24155.805,1,1,2703
19.875002,0.032371357,2,6,300
62.297646,36361.08,1,1,100
82.778435,78169.03,2,6,802
66.54141,28789.434,2,1,2902
57.877476,33279.77,1,2,1600
62.058853,27706.775,1,6,3006
32.716953,29343.781,1,1,2703
72.50911,8022.9473,2,1,1600
53.817997,120562.414,1,1,1002
69.64185,71653.23,2,6,3201
83.63469,11747.513,2,6,2701
68.47743,42833.38,2,6,3005
19.380283,2026.1876,2,1,3213
53.686234,73770.51,1,1,1701
71.6953,34979.01,1,1,3001
61.20202,18229.705,1,6,1300
18.647331,0.0058123055,1,6,1100
67.03588,25710.572,2,6,1300
83.39923,8450.966,2,6,802
77.01954,122169.97,1,1,801
69.99499,35468.047,1,6,1704
47.944622,53353.17,1,1,1802
42.767197,3829.6824,2,6,2500
59.18965,48854.41,1,1,600
60.787994,63522.125,1,1,1200
15.539101,0.0,2,6,2800
28.903208,16826.25,2,1,2701
65.47941,272725.0,1,1,3201
44.6589,24320.46,1,6,3006
73.02287,58830.312,1,6,3100
62.808083,46837.39,2,1,2600
25.386032,16231.719,2,2,1002
37.931896,7566.5337,2,1,2904
44.415726,27766.107,2,1,1100
86.65825,6312.5356,2,6,1600
58.720345,71765.93,2,1,3006
44.11484,64789.832,1,1,2905
60.56201,12067.909,2,6,2400
58.346764,89894.7,1,1,3201
55.373302,113209.14,1,1,1300
50.84342,0.08226057,2,6,3002
52.96141,20677.871,1,6,1600
73.836685,62049.785,1,6,1400
28.568325,3024.768,1,1,3212
44.55256,41640.133,2,1,3003
64.12587,25405.402,2,6,400
18.861757,5024.071,2,1,3202
35.73324,33974.125,1,1,1300
35.25134,0.0,2,6,3206
62.600754,59413.375,2,1,500
55.224567,16441.762,1,1,3002
37.555923,78206.24,1,1,1704
46.545963,52393.16,1,1,2907
19.132233,1913.2355,2,3,1900
70.886246,28047.986,2,6,400
31.637968,32021.625,1,1,400
51.037457,20718.635,2,1,1500
29.209211,6265.895,1,6,3208
45.212696,43712.758,2,6,2101
39.192635,65614.984,2,1,3001
87.84827,11309.886,1,6,3100
22.798578,27072.928,1,3,2600
27.441645,36113.91,2,1,3006
21.464357,15448.846,1,3,1600
85.41362,8888.716,2,6,400
51.09402,18017.02,1,6,1002
22.853796,0.010820337,2,6,1100
50.03705,66662.72,1,1,3205
52.421944,116264.695,1,1,1704
36.12523,19564.818,1,1,2702
15.882519,0.029681152,2,6,3201
53.783405,13397.669,1,1,1400
70.17579,71310.46,2,6,3005
22.927834,27177.88,2,1,2906
44.257896,4881.739,1,1,3100
71.363716,27377.258,2,1,2200
62.298588,25888.0,2,3,3209
69.612114,8208.641,2,6,3205
44.34596,8199.634,2,6,1600
19.69332,0.0,2,6,3207
69.709,9534.846,2,6,2200
41.612915,209914.7,1,1,900
81.77557,20093.055,2,6,200
72.93596,56449.324,1,6,1801
64.07519,50919.18,2,6,1300
35.60143,79479.88,1,1,1003
58.42695,79062.42,1,1,3006
76.69173,1874.8489,2,6,200
38.131577,4765.5703,2,1,3211
40.09555,6280.968,2,3,3211
17.855309,7015.943,1,1,1003
45.41332,36028.32,1,1,1701
61.822495,14663.13,1,6,200
21.510149,112358.24,2,6,2903
32.160515,21087.414,1,6,1802
18.616068,3429.6362,1,1,100
71.669426,37294.91,1,1,2500
39.549416,98377.56,1,1,3202
57.66029,56531.7,1,6,3300
89.43492,60091.32,1,6,300
61.361343,173090.22,1,1,600
68.54388,36225.535,2,6,700
51.577034,0.0,2,6,3003
65.78123,16987.332,2,6,2902
51.575085,15117.859,1,1,500
27.640913,28274.826,1,1,600
45.139275,21898.535,2,6,1801
22.538908,16257.701,2,1,400
64.42508,45064.008,2,1,1500
74.11131,10341.704,1,6,1200
59.64292,189421.16,1,1,1100
71.842316,68943.3,1,6,2102
40.2647,24134.643,1,1,3210
49.051243,115818.16,2,1,3206
51.440144,83762.97,2,1,100
55.580654,47200.2,1,1,3206
68.405266,14522.077,2,6,400
43.38305,48974.156,2,1,1400
47.117516,10994.439,1,3,500
43.360928,53095.92,1,1,1003
78.69175,294250.12,1,1,2906
15.49823,0.08049295,1,6,3006
43.974667,0.025178822,2,3,3212
33.327946,40274.953,2,1,3204
31.231495,7724.243,2,1,1500
55.96567,113691.805,1,1,3213
76.39404,35710.625,1,6,1100
41.188396,73239.63,1,1,3001
53.170834,33235.11,2,6,1701
78.7466,18800.984,1,6,700
29.024694,58729.91,2,1,3002
51.92714,23736.287,1,1,3100
59.470123,10213.14,2,6,2500
25.505281,10858.051,2,2,500
37.286278,0.0,1,6,1500
75.11485,32602.742,1,6,400
56.10909,98392.95,1,6,2800
59.509216,11406.744,1,1,1100
78.6134,47525.195,2,1,2702
77.26689,0.010488777,2,6,2200
25.149614,18324.2,1,1,500
16.028408,0.08185811,1,6,1100
69.176575,39311.395,2,1,3002
17.667236,0.0,1,6,2901
52.057198,85176.4,1,1,3201
73.04974,28405.725,2,1,2703
33.467316,2286.946,1,1,1900
40.19424,113139.2,1,1,1100
32.550198,39159.812,1,1,2905
51.784725,42377.242,2,1,2600
30.87533,3177.9531,1,6,1701
61.992016,80209.44,2,6,1801
29.937143,30594.129,2,1,2905
69.0688,18588.352,2,6,3005
47.81539,61568.19,1,1,1200
68.789734,24986.693,1,6,200
48.46884,52902.336,2,1,100
33.34922,0.0,1,6,1003
51.08036,33184.562,1,6,400
44.981453,39326.734,2,2,2400
42.063866,66743.0,1,1,2101
39.115524,0.1092366,2,6,1200
66.840164,20123.797,1,6,2200
26.137352,7817.0503,2,6,1300
55.966072,24152.143,1,1,2400
38.330246,138696.12,1,1,3300
35.630817,2690.6897,1,6,3204
55.843636,69084.21,1,1,2901
25.610239,13219.234,1,1,3100
18.930676,1104.2874,2,6,3100
70.9976,4175.137,2,6,3211
20.898285,22693.69,1,1,1500
42.647232,11456.669,1,3,700
30.47066,28673.47,2,1,600
25.652115,53350.324,1,1,2702
80.31586,13271.851,1,6,1400
